Lyric,Title,Singer,Feeling,Label
"I'm doin' acid, crack, smack, coke and smokin' dope then",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Middle America, now it's a tragedy",The Way I Am,Eminem,Anger,0
I would do anything to have you by my side,Another Lonely Night,Adam Lambert,Sad,2
That should be me buying you gifts,That should be me,Justin Bieber,Sad,2
"Nigga, I'm faded off of that Nuvo",The Spiteful Chant,Kendrick Lamar,Anger,0
The flow's diesel but the game is sour,Hollow Points,Unknown ,Anger,0
Fuck you to the America,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Uh oh, don't jump bitch, move",Move Bitch,Ludacris,Anger,0
"And on the other hand, without a gun they can't get none",Fuck Tha Police,N.W.A.,Anger,0
She is the last true mouthpiece,Take Me to Church,Hozier,Sad,2
Every Sunday's getting more bleak,Take Me to Church,Hozier,Sad,2
With a prosthetic arm and smellin like Boone's Farm,Fight Music,D12,Anger,0
And not the other color so police think,Fuck Tha Police,N.W.A.,Anger,0
"I'ma take my time, I'ma master it",The Spiteful Chant,Kendrick Lamar,Anger,0
So you'll go on pretending like always,Tonight I’ll Be Lonely Too,Alison Krauss,Sad,2
"This where the bucks stop chump (dump, dump, dump)",Crunk Muzik,The Diplomats,Anger,0
Tall knives in my grill feel potent,Spikes,Death Grips,Anger,0
With the flashing lights had me stuck like reindeer,The Spiteful Chant,Kendrick Lamar,Anger,0
I roll with groups of ghetto bastards with biscuits,Bring da Ruckus,Wu-Tang Clan,Anger,0
I extort to support my peeps,Get It On The Floor,DMX,Anger,0
I-I love the colorful clothes she wears,Good Vibrations,The Beach Boys,Joy,1
Another day without your smile,I Wanna Grow Old With You,Westlifes,Sad,2
To cop me rotation at rock-n-roll stations,The Way I Am,Eminem,Anger,0
"Start dumpin' and rippin',… ",Crunk Muzik,The Diplomats,Anger,0
And are you thinking of me when you fuck her?,You Don 'T Own Me,Lesley Gore,Anger,0
"Love, love, love There's nothing you can do that can't be done",All You Need is Love,The Beatles ,Joy,1
"B****, I'm a pick the world up",Drop the World,Lil Wayne,Anger,0
It's my way,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Calling security, keepin' my head held down",bury a friend,Billie Eilish,Anger,0
I went to the bank to cash my check,I Don't Give a Fuck,Tupac Shakur,Anger,0
My empire of dirt,Hurt,Johnny Cash,Sad,2
And that's when you need me there,Umbrella,Rihanna,Sad,2
"This world is my Easter egg, yeah! prepare to die",Drop the World,Lil Wayne,Anger,0
Tears streaming down your face,Fix You,Coldplay,Sad,2
"I'll climb every mountain ,swim every ocean, just to be with you",You are the reason,Calum Scott,Sad,2
"Walking towards the airport, leaving us all in your past",Piece by Piece,Adele,Sad,2
"Ah, here I am, on the road again, here I am, up on the stage",Turn the Page,Metallica,Sad,2
"Hard to touch, sorry to tell you",You Don't Want Drama,8Ball & MJG,Anger,0
From fat bitch to all seventy thousand pounds of her,Kill You,Eminem,Anger,0
Stumbled through the long goodbye,Come Back...Be Here,Taylor Swift,Sad,2
I know I'll see you again,I'll see you again,Westlifes,Sad,2
Dare ya to cry right out loud,Double Dare Ya,Bikini Kill,Anger,0
I'ma bang 'til the springs in this thang start squeakin',Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
You ain't gonna sell two copies if you press a double album,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
I'm pickin' up good vibrations (oom bop bop),Good Vibrations,The Beach Boys,Joy,1
It's fight music!,Fight Music,D12,Anger,0
So happy together,Happy Together,The Turtles,Joy,1
Better hide your wallet cause I'm comin' up quick to strip your cash,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Tell me, who's the biggest gang of niggas in the city",I Don't Give a Fuck,Tupac Shakur,Anger,0
Or am I talking to myself,Astronaut,Simple Plan,Sad,2
This is my last resort,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Watch her come to my lights like a reindeer,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
One is the loneliest number that you'll ever do,One Is The Loneliest Number,Three Dog Night,Sad,2
We'll stay forever this way,My Heart Will Go On,Celine Dion,Joy,1
The rest I can do without,Somebody Else,The 1975,Sad,2
"Light a cigarette, flick it at 'em or spit it at 'em",Fight Music,D12,Anger,0
I'll dis your magazine and still won't get a weak review,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Oh, my my, what a sensation",Good Vibrations,The Beach Boys,Joy,1
"I sit by myself, talking to the moon",Talking To The Moon,Bruno Mars,Sad,2
"In a closet with mildew, sheets, pillows and film you",Kill You,Eminem,Anger,0
I hear the sound of a gentle word,Good Vibrations,The Beach Boys,Joy,1
Loneliness and empty days will be my only friend,Goodbye to Love,Carpenters,Sad,2
"Got me hoping you'll page me right now, your kiss (baby)",Crazy in Love,Beyoncé,Joy,1
"Oh no, the fight's out",Move Bitch,Ludacris,Anger,0
I don't even change clothes,Hip Hop Sinister,Hopsin,Anger,0
"You be yellow-taped, outlined, etch-a-sketched..",Crunk Muzik,The Diplomats,Anger,0
We 'bout that all black so miss me with yo' battle raps (nigga),3Hunna,Chief Keef,Anger,0
"For the fire to burn, and it's burning, and I have returned",The Way I Am,Eminem,Anger,0
I'm feeling very still,Space Oddity,David Bowie,Sad,2
"Put your hands down, bitch, I ain't gon' shoot you",Kill You,Eminem,Anger,0
"The snub in my paw, shove it in your jaw",Fight Music,D12,Anger,0
Only hate the road when you're missing home,Let Her Go,Passenger,Sad,2
Our song on the radio but it don't sound the same,When I Was Your Man,Bruno Mars,Sad,2
And the sunlight hurts my eyes,Lovely Day,Bill Withers,Joy,1
Our love has gone cold,Somebody Else,The 1975,Sad,2
Let a nigga know what hood you from,You Don't Want Drama,8Ball & MJG,Anger,0
And if you look between the lines you'll find a rhyme,I Don't Give a Fuck,Tupac Shakur,Anger,0
"P.L.O. style, hazardous, cause I wreck this dangerous",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Oh, my my, what elation",Good Vibrations,The Beach Boys,Joy,1
I'm young hungry armed and reckless,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Yeah! It's Bad Boy South Niggaz,You Don't Want Drama,8Ball & MJG,Anger,0
"Hold the mic with my left, my knife in my right hand",I’m Supposed to Die Tonight,50 Cent,Anger,0
When somethin's not right it's wrong,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
"Breaking, breaking, breaking, Dishes, dishes, dishes",Breakin' Dishes,Rihanna,Anger,0
Fuck bailin' hate I bail and spray with my A-K,I Don't Give a Fuck,Tupac Shakur,Anger,0
I'm so lonesome all the time,Blue Bayou,Linda Ronstadt,Sad,2
"Following, following, following to you you-you-you-you-you",Maps,Maroon 5,Sad,2
I want to be there for you,I Wanna Grow Old With You,Westlifes,Fear,3
You and I go hard at each other like we're going to war,One More Night,Maroon 5,Joy,1
Never easy,Breathe,Taylor Swift,Sad,2
This time I'm a stand up and shout,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Me to make you my art and make you a star,bury a friend,Billie Eilish,Anger,0
And I wonder if I ever cross your mind,Need You Now,Lady Antebellum,Sad,2
I'm wearing a badge tearing your ass,Hip Hop Sinister,Hopsin,Anger,0
You pull up in that Honda,3Hunna,Chief Keef,Anger,0
"Darling, you look perfect tonight",Perfect,Ed Sheeran,Suprise,5
My mind is running empty,Astronaut,Simple Plan,Sad,2
But everybody's got somebody but me,Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
Came up from behind,Drop the World,Lil Wayne,Anger,0
"Aight motherfucker, what's wrong with you?",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"Oh, my my, what",Good Vibrations,The Beach Boys,Joy,1
"Nigga right now, it's now or never",The Spiteful Chant,Kendrick Lamar,Anger,0
"Another shot of whiskey, can't stop looking at the door",Need You Now,Lady Antebellum,Sad,2
This shit here feels like a whole entire world collapsed,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"DUMP SIX, motherfucker feed em dirt on a nigga",Get It On The Floor,DMX,Anger,0
You know you really oughta,Angry White Boy Polka,Weird Al Yankovic,Anger,0
Seems impossible to face,Lovely Day,Bill Withers,Joy,1
"Looking over my shoulder, cause it's colder than it was",Get It On The Floor,DMX,Anger,0
But I'mma tell you like this bitch,Move Bitch,Ludacris,Anger,0
Remi want them goddamn diamonds (huh),Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"Know when you see him, Nothing can free him.",The Loner,Nils Lofgren,Sad,2
Come what may,Blue Bayou,Linda Ronstadt,Sad,2
So when you see me on your block with two glocks,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
Take me to 'em,I’m Supposed to Die Tonight,50 Cent,Anger,0
She never loved me,Angry White Boy Polka,Weird Al Yankovic,Anger,0
You ain't got nowhere to hide,Hip Hop Sinister,Hopsin,Anger,0
"All my money comin' clean, you can't pop this",I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
It's a beautiful mornin',A Beautiful Morning,The Rascals,Joy,1
"You a bitch, one of 700 Solomon's wives,",Agony Fires,Army of the Pharaohs,Anger,0
Blossom on a tree You know how I feel,Feeling Good,Michael Bublé,Joy,1
"Please, don't let me down",Why Hide,Mark Ronson,Fear,3
"Now smell the essence of the L, nigga this is Earth for real",Hollow Points,Unknown ,Anger,0
I know a lot of people that smile in my face,The Spiteful Chant,Kendrick Lamar,Anger,0
"Hoe you don't be rhymin', you still memorizin'",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"Then I went to Jim Beam, that's when my face grayed",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
What would I do without your smart mouth?,All of Me,John Legend,Sad,2
I'm not doing much better,Half a Heart,One Direction,Sad,2
I'm fighting the lows,Female Robbery,The Neighbourhood,Anger,0
No one ever cared if I should live or die,Goodbye to Love,Carpenters,Sad,2
Can I please come down?,Astronaut,Simple Plan,Sad,2
Cause I'm your lady,The Power Of Love,Celine Dion,Joy,1
"This is a lyrical combat, gentlemen hold your pistols",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
motherfucker you lame and your chain hollow,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"(Uh oh, uh oh, uh oh, oh, no, no) To platinum the game's been wrap, one",Crazy in Love,Beyoncé,Joy,1
I feel so sad,Everybody Hurts,R.E.M.,Sad,2
Bury the hatchet or bury your friend right now,bury a friend,Billie Eilish,Anger,0
Lonely fever,Love Is Like Oxygen,Sweet,Joy,1
The feeling you can know so much,Come Back...Be Here,Taylor Swift,Sad,2
Shared my pain with my family,Sometimes I Cry,Eric Benét,Sad,2
Fuck the police comin' straight from the underground,Fuck Tha Police,N.W.A.,Anger,0
Drugs became conveniently Available for all the kids,Prison Song,Unknown,Anger,0
If I knew it would be the last time,I'll Never Love Again,"Lady Gaga, Bradley Cooper",Sad,2
The feeling's gone,Away From the Sun,3 Doors Down,Sad,2
"Can't stop, never sleep, cause you know",Unknown,Unknown,Anger,0
Til I'm grabbing my hair and I'm tearin' it out,The Way I Am,Eminem,Anger,0
And watch the bottles start flyin' from the VIP,Move Bitch,Ludacris,Anger,0
The pieces of my heart are missing you when you are gone,When you're gone,Avril Lavigne,Sad,2
Your friends all tell me your happy now,Tonight I’ll Be Lonely Too,Alison Krauss,Sad,2
"So move bitch, get out the way hoe",Move Bitch,Ludacris,Anger,0
"Bury a friend, try to wake up (ah ahh)",bury a friend,Billie Eilish,Anger,0
When I kissed you and called you sweetheart?,Are You Lonesome Tonight,Elvis Presley,Sad,2
I can't work it out,I’m a Mess,Ed Sheeran,Sad,2
,The Power Of Love,Celine Dion,Joy,1
I feel so alone,So Lonely,The Police,Sad,2
I watched you suffer a dull aching pain,Wild Horses,The Rolling Stones,Sad,2
Everybody hurts sometimes,Memories,Maroon 5,Sad,2
I'm changing all of the stations,Maps,Maroon 5,Sad,2
"I'm from the deck, tryna to disrespect DTP",Move Bitch,Ludacris,Anger,0
Then watch the hearse past,I Don't Give a Fuck,Tupac Shakur,Anger,0
"That's my mothafuckin' woadie, like the Noila",I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Where broken dreams and mem'ries meet,Lonely Street,Andy Williams,Sad,2
And tearful at the falling of a star,The Circle Game,Joni Mitchell,Sad,2
"Every occasion, know I'm ready for the funeral",The Funeral,Band of Horses,Sad,2
Try to tell you stop but your lipstick got me so out of breath,One More Night,Maroon 5,Joy,1
"But you don't wanna spread it 'round with me, yeah",Now or Never,Halsey,Anger,0
Somewhere I've never been,The Power Of Love,Celine Dion,Joy,1
The face I came to know is missing too,When You're Gone,Avril Lavigne,Sad,2
Bring da motherfuckin' ruckus,Bring da Ruckus,Wu-Tang Clan,Anger,0
I want to be looking in your eyes,I Wanna Grow Old With You,Westlifes,Fear,3
You have come to show you go on,My Heart Will Go On,Celine Dion,Joy,1
What if I'm someone you won't talk about?,Falling,Harry Styles,Sad,2
"Motherf***er, I'm gone",Drop the World,Lil Wayne,Anger,0
"Alone in the dark, hole in my heart, turn on the radio",Another Lonely Night,Adam Lambert,Sad,2
I have my freedom but I don't have much time,Wild Horses,The Rolling Stones,Sad,2
"Don't blame me, I've no soul",Spikes,Death Grips,Anger,0
(Music saved my fucking life I'm doing right,The Spiteful Chant,Kendrick Lamar,Anger,0
"And me, Human Crack in the flesh (flesh)",Crunk Muzik,The Diplomats,Anger,0
"Yeah I'm going big bitch, suck my dick",The Spiteful Chant,Kendrick Lamar,Anger,0
"What school did I go to, what hood I grew up in",The Way I Am,Eminem,Anger,0
"I collect shit, I got a hammer and the glove of a cop",Hollow Points,Unknown ,Anger,0
I've been shooting in the dark too long,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
Far across the distance,My Heart Will Go On,Celine Dion,Joy,1
"Let's go crazy, crazy, crazy 'til we see the sun",Live While We're Young,One Direction,Joy,1
"Oh, now he's raping his own mother
Abusing a whore, snorting coke
And we gave him the Rolling Stone cover?",Kill You,Eminem,Anger,0
I handle my business how it come,Get It On The Floor,DMX,Anger,0
I know you hurt too but what else can we do,All Out of Love,Air Supply,Sad,2
I'll be the first to say that I was wrong,When I Was Your Man,Bruno Mars,Sad,2
"They way they see it, we was meant to be keep down",I Don't Give a Fuck,Tupac Shakur,Anger,0
For me And I'm feeling good,Feeling Good,Michael Bublé,Joy,1
"I'm dancin' with satanic people, life is illegal",Hollow Points,Unknown ,Anger,0
Nothing like you and me,Nothing like us,Jungkook,Sad,2
"With the bullshit they pull, 'cause they full of shit too",The Way I Am,Eminem,Anger,0
Know why I say these things?,Kill You,Eminem,Anger,0
"I don't owe you shit, bitch, leave me alone",The Spiteful Chant,Kendrick Lamar,Anger,0
"I like the way you hit the notes, in every song you're shining","I Like You So Much, You'll Know It",Honey Jemlan,Joy,1
"Like I wanna drown, like I wanna end me",bury a friend,Billie Eilish,Anger,0
"Bitch, I'ma kill you! You don't got the balls to beef",Kill You,Eminem,Anger,0
"So honey, now, take me into your loving arms ",Thinking Out Loud,Ed Sheeran,Joy,1
I'm down to ride tonight,I’m Supposed to Die Tonight,50 Cent,Anger,0
Following a nigga and shit,I Don't Give a Fuck,Tupac Shakur,Anger,0
My heart will go on and on,My Heart Will Go On,Celine Dion,Joy,1
When I should have been making bangers,The Spiteful Chant,Kendrick Lamar,Anger,0
"I stand out in crowds like I got flourescent pants on,",Agony Fires,Army of the Pharaohs,Anger,0
"They on their way to float, got me striking this random",Get It On The Floor,DMX,Anger,0
Cause this is the day we make 'em pay,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Rollin by, lookin good",You Don't Want Drama,8Ball & MJG,Anger,0
"I'm obsessed, I'm embarrassed",I'm a Mess,Bebe Rexha,Sad,2
"In school I never said much, too busy havin' a headrush",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
A hole inside my heart,My Love,Westlifes,Sad,2
Everything's been so messed up here lately,I'm a Mess,Bebe Rexha,Sad,2
I don't give a (fuck),Hip Hop Sinister,Hopsin,Anger,0
Sorry to my unknown lover,Sorry,Halsey,Sad,2
And I lost all signal when I lifted off,Astronaut,Simple Plan,Sad,2
I'll look for you in old Honolul-a,"You're Gonna Make Me Lonesome When You Go (Take 1, Remake 2)",Bob Dylan,Sad,2
I'm looking for that lonely street,Lonely Street,Andy Williams,Sad,2
It was a slap in the face,You Oughta Know,Alanis Morissette,Anger,0
Let me make your broken heart like new,Hey There Lonely Girl,Eddie Holman,Sad,2
You get too much you get too high,Love Is Like Oxygen,Sweet,Joy,1
I'll slit your motherfuckin throat worse than Ron Goldman,Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"Got me looking so crazy, my baby",Crazy in Love,Beyoncé,Joy,1
"Gun play nowadays more frequent,",Agony Fires,Army of the Pharaohs,Anger,0
A fresh poison each week,Take Me to Church,Hozier,Sad,2
You better not walk in front of my tour bus,Move Bitch,Ludacris,Anger,0
I don't know how I landed on this movie set,Everybody's Got Somebody But Me,Hunter Hayes,Sad,2
I'll smile in the courtroom and buy you a wardrobe,The Way I Am,Eminem,Anger,0
"When you don't give a fuck, when you won't just put up",The Way I Am,Eminem,Anger,0
Scent of the pine…,Feeling Good,Michael Bublé,Joy,1
But it is too late now,IDGAF,Dua Lipa,Sad,2
Cause I'm tired of drifting round and round,Astronaut,Simple Plan,Sad,2
And all I know of love,Goodbye to Love,Carpenters,Sad,2
I'll take your photo for ya,Angry White Boy Polka,Weird Al Yankovic,Anger,0
See you make your way through the crowd,Love Story,Taylor Swift,Joy,1
I'm combining platinum with some diamonds,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
Malice green to them and gasolinin 'em with premium,Fight Music,D12,Anger,0
Sad words in the air,Love Is Like Oxygen,Sweet,Joy,1
"In another life, I would be your girl",The One that got away,Katy Perry,Sad,2
Then spit it back in the faces of you racists,Fight Music,D12,Anger,0
Keep the room rotating like spinners,Who Gives a Fuck Where You From,DJ Kay Slay,Anger,0
"Looking so crazy, your love's (hey)",Crazy in Love,Beyoncé,Joy,1
"I'm so tired of being alone,",Tired of Being Alone,Al Green,Sad,2
"I think you better quit, talking that shit",Break Stuff,Limp Bizkit,Anger,0
"Part two, it's so crazy right now",Crazy in Love,Beyoncé,Joy,1
"And never, never, never stop for anyone",Live While We're Young,One Direction,Joy,1
"Just hear woop, woop, whant, whant, beep, beep (that's the cops)",Crunk Muzik,The Diplomats,Anger,0
And my uncle Tommy's balls,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Murder, nigga murder",Hip Hop Sinister,Hopsin,Anger,0
I don't think you trust,Angry White Boy Polka,Weird Al Yankovic,Anger,0
And this song is for any kid who gets picked on,Fight Music,D12,Anger,0
To my brothers stay strong keep your heads up,I Don't Give a Fuck,Tupac Shakur,Anger,0
Can't think of anything to do,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Freddy Kruger sweater rocker, Beretta cocker",Agony Fires,Army of the Pharaohs,Anger,0
I don't get to be alright,sex money feelings die,Lykke Li,Sad,2
"You are gone now, gone but not forgetten",I'll see you again,Westlifes,Sad,2
"Yeah, my left brain knows that all love is fleeting",Angry White Boy Polka,Weird Al Yankovic,Anger,0
Somebody to know,Someone You Loved,Lewis Capaldi,Sad,2
Am I sitting in a tin can,Space Oddity,David Bowie,Sad,2
WEIRD AL YANKOVIC,Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Orange Mound, the moment you been waitin for",You Don't Want Drama,8Ball & MJG,Anger,0
I'm steady screaming free Unfunk and DuLu,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
"Who the fuck gon' ride when this shit get shifty?,",Agony Fires,Army of the Pharaohs,Anger,0
"Without you, I feel torn",Sad Song,We The Kings,Sad,2
I was somewhere stuck with a flame here,The Spiteful Chant,Kendrick Lamar,Anger,0
I'm finally gettin' back to what I used to be,Sometimes I Cry,Eric Benét,Sad,2
"One to wipe your block out, guaranteed to hit your frame",Hollow Points,Unknown ,Anger,0
Like that vending machine that stole my pack of Skittles,Hip Hop Sinister,Hopsin,Anger,0
"Neverland, thriller, Killa Cam, Jackson five bill (so what!)",Crunk Muzik,The Diplomats,Anger,0
"I'm wettin' cream, I ain't wettin' fame",Bring da Ruckus,Wu-Tang Clan,Anger,0
Me and you and you and me,Happy Together,The Turtles,Joy,1
We are still kids but we're so in love,Perfect,Ed Sheeran,Joy,1
"Really too late to call, so",The Funeral,Band of Horses,Sad,2
So bring it on,Bring da Ruckus,Wu-Tang Clan,Anger,0
Where do you go when you're lonely?,When the Stars Go Blue,The Corrs,Sad,2
Toast to the ones here today,Memories,Maroon 5,Sad,2
And love so distant and obscure,All by Myself,Celine Dion,Sad,2
And I'm thankful for every fan that I get,The Way I Am,Eminem,Anger,0
Who doesn't look right through me,Astronaut,Simple Plan,Sad,2
Is it too late to say I'm sorry now?,Sorry,Justin Bieber,Sad,2
"Fore we fuck around and lay you up in your own blood pool, nigga",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"I think you better quit, let the shit slip",Break Stuff,Limp Bizkit,Anger,0
Better bring your guns pal,I Don't Give a Fuck,Tupac Shakur,Anger,0
And get you connected?,bury a friend,Billie Eilish,Anger,0
Remember when I used to grab on that ass when it was that wood time?,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
As them pills disappear,The Spiteful Chant,Kendrick Lamar,Anger,0
"Hate in my heart, love in my mind",Drop the World,Lil Wayne,Anger,0
I'm leavin' air in your lungs,Kill You,Eminem,Anger,0
Grab the peels 'cause we robbin' tonight,Move Bitch,Ludacris,Anger,0
"In hopes you're on the other side, talking to me too",Talking To The Moon,Bruno Mars,Sad,2
"I'm not gonna be able to top on ""My Name Is""",The Way I Am,Eminem,Anger,0
How do I live without you,How do I live WIthout you,LeAnn Rimes,Sad,2
Reaching for the love that seems so far,My Love,Westlifes,Sad,2
"And if my day keeps going this way, I just might Break something tonight",Break Stuff,Limp Bizkit,Anger,0
Nothing you can see that isn't shown,All You Need is Love,The Beatles ,Joy,1
Do you ever miss my love,Do you ever,Justin Vasquez,Sad,2
Someday I'll see you again,I'll see you again,Westlifes,Sad,2
So I (what'd you do?),Angry White Boy Polka,Weird Al Yankovic,Anger,0
"Tear in my eye, I drive through the night, as far as I can from you",Another Lonely Night,Adam Lambert,Sad,2
It's just no good anymore since you went away,One Is The Loneliest Number,Three Dog Night,Sad,2
"I watch my back like I'm locked down, hardcore",Bring da Ruckus,Wu-Tang Clan,Anger,0
"Yo Dre, I got somethin' to say",Fuck Tha Police,N.W.A.,Anger,0
Shut up! Give me your hands and feet,Kill You,Eminem,Anger,0
"Now your life is leavin' yo body, for drinkin' too much Bacardi",You Don't Want Drama,8Ball & MJG,Anger,0
"(Blaow!) bitch, run that! (Blaow!) bitch, run that",Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
Now no one's knocked upon my door,So Lonely,The Police,Sad,2
Danglin' from his neck while his head barely hangs on,Kill You,Eminem,Anger,0
Choppin' through ya back swish,Bring da Ruckus,Wu-Tang Clan,Anger,0
The moon just went behind the clouds,I'm so Lonesome I Could Cry,Hank Williams,Sad,2
"Without you, I've got no hand to hold",Sad Song,We The Kings,Sad,2
[Honk],Angry White Boy Polka,Weird Al Yankovic,Anger,0
"If I judge for life, man, would you stay by my side?",Locked away,R. City,Fear,3
"All black nothin' lit up, I set up walls,",Agony Fires,Army of the Pharaohs,Anger,0
"Different homes, different islands)",The Spiteful Chant,Kendrick Lamar,Anger,0
Got a whole lot of love,Now or Never,Halsey,Anger,0
Ain't gonna be the same on the day that I leave it,Drop the World,Lil Wayne,Anger,0
Picture perfect memories,Need You Now,Lady Antebellum,Sad,2
Don't be fucking with my youngins,3Hunna,Chief Keef,Anger,0
But we knew right from the start that you'd fall apart,bury a friend,Billie Eilish,Anger,0
Fuck you to the B-u-s-h,I Don't Give a Fuck,Tupac Shakur,Anger,0
"Yeah, I said it once before but it bears repeating, now",Angry White Boy Polka,Weird Al Yankovic,Anger,0
Never thought we'd have a last kiss,Last Kiss,Taylor Swift,Sad,2
My niggas upstate squared with the fried shock,Hollow Points,Unknown ,Anger,0
"I'm reaching for you, are you feeling it too",All Out of Love,Air Supply,Sad,2
"Jay Z in the range, crazy and deranged",Crazy in Love,Beyoncé,Joy,1
Black police showin' out for the white cop,Fuck Tha Police,N.W.A.,Anger,0
It's so crazy right now,Crazy in Love,Beyoncé,Joy,1
"Pop quiz, it's a pop quiz",I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
I low-key run this rap shit,Hip Hop Sinister,Hopsin,Anger,0
Show you how to get that powder shit,Crunk Muzik,The Diplomats,Anger,0
"Hello darkness, my old friend",The Sound of Silence,Disturbed,Sad,2
Dre just let it run,The Way I Am,Eminem,Anger,0
There will be children with robins and flowers;,A Beautiful Morning,The Rascals,Joy,1
"Hands off, body chopper, bloody opera singer",Agony Fires,Army of the Pharaohs,Anger,0
"Oh, I know I'm probably much too late",When I Was Your Man,Bruno Mars,Sad,2
I'll be waking up in the morning probably hating myself,One More Night,Maroon 5,Joy,1
If I didn't have anything,Locked away,R. City,Fear,3
We takin' your whole shit while we pass through,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
"Break it down, then roll it up",You Don't Want Drama,8Ball & MJG,Anger,0
A thousand miles between us now,I Wanna Grow Old With You,Westlifes,Sad,2
She goes with me to a blossom world,Good Vibrations,The Beach Boys,Joy,1
Hidin under tables as soon as I hear alarms,Fight Music,D12,Anger,0
"I'll be the one, if you want me to",Say Something,A Great Big World,Sad,2
Stop looking at me with those eyes,Never Be Like You, Flume ft. Kai,Anger,0
I told lil' mama I don't bite but my teeth do,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Sayin there goes my little girl,It Will Rain,Bruno Mars,Sad,2
I used to think maybe you loved me now baby I'm sure,Walking on Sunshine,"Katrina and the Waves, Katrina Leskanich",Joy,1
Seems to me that the people keep seeing,A Beautiful Morning,The Rascals,Joy,1
I give a chick a hard brick and bubble-yum (Ay!),Crunk Muzik,The Diplomats,Anger,0
Thinkin' I'm sayin' the shit 'cause I'm thinkin' it just to be sayin' it,Kill You,Eminem,Anger,0
Of all the lies spoke… ,I’m a Mess,Ed Sheeran,Sad,2
"One is the loneliest number, worse than two",One Is The Loneliest Number,Three Dog Night,Sad,2
"I want you and I'm hating it, hating it, hating it",You make me sick,Pink,Anger,0
"Went to gym in eighth grade, raped the women's swim team",Just Don't Give a Fuck (a cappella),Eminem,Anger,0
"You're goddamn right, bitch, and now it's too late",Kill You,Eminem,Anger,0
"Connivin Kon, Artis with a bomb",Fight Music,D12,Anger,0
"Ooh if I was in their shoes, I'd be doing the same thing",It Will Rain,Bruno Mars,Sad,2
Love and life I will divide,We Found Love,Rihanna,Joy,1
"You'll never STOP me, I'm TOP speed as you POP me",Fight Music,D12,Anger,0
"You can call me an asshole, I'm glad",The Way I Am,Eminem,Anger,0
I let her write me my suggestions,I Know There's Gonna Be (Good Times),Jamie xx,Joy,1
Cause none of us thought it was gonna end that way,Breathe,Taylor Swift,Sad,2
"We ain't gon' never stop beefin', I don't squash the beef",Kill You,Eminem,Anger,0
"Now ya act convinced, I guess it makes sense",Bring da Ruckus,Wu-Tang Clan,Anger,0
"And you don't feel much like ridin', you wish the trip was through",Turn the Page,Metallica,Sad,2
You can bet your bottom dollar that revolver with me,I’m Supposed to Die Tonight,50 Cent,Anger,0
Motherfucker! Oh oh oh oh oh oh oh oh,Ante Up (Robbing-Hoodz Theory),M.O.P.,Anger,0
You are crazy but I'm out of my mind,All of Me,John Legend,Sad,2
Just take a seat they're always free,So Lonely,The Police,Sad,2
"I got a fifth of the Remy, fuck the Belve and Chris",Move Bitch,Ludacris,Anger,0
"Bitch, nigga!",You Don't Want Drama,8Ball & MJG,Anger,0
"Fuck the dress codes, it's street clothes, we all street niggas",Move Bitch,Ludacris,Anger,0
