Lyric,Emotion
"Afraid of getting alone without friends, without anybody.",Fear
"I feel afraid of the way a great friend looks at me, and also a little afraid of the directions that it's going.",Fear
I have been afraid several times. What marked me was that I almost didn't enter University.,Fear
"The same fact about the girl (22 years, married - guilt - disgust), the fear was the main factor in our relationship.",Fear
"I was visiting my parents in law when the house was invaded by three strange men, and they committed an armed assault.",Fear
"When I left a carnaval ball at 4 o'clock a.m. I was alone in a foreign city and I had to go back home, when a guy appeared and tried to \catch me\"".""",Fear
After some time of work I was transferred to another place and in an other quite harder job.,Fear
"I was at home alone, and heard noises on the roof, and doorknobs, and drawers.",Fear
I remember when I was a child of a storm that made me terribly afraid. I thought that the house was coming down and that in the next day I would be dead. Everybody was awake and I stayed all night in bed without falling asleep.,Fear
"I had a driver licence but I didn't drive for a long time, than I started to drive again, and had to get into hard transit and highways.",Fear
"When I was dreaming that I was being chased, in the upmost of horror the door of the closed felt down synchronicaly with the dream scare.",Fear
"When I woke up in the middle of the night because of a dream, it wasn't a nightmare, it was an uninteligible dream in wich I woke because of a certain end.",Fear
"I was walking from my friend's house, a few blocks from my house, when a car began to follow me. He waited I passed by it rotateed a little and stopped on my way. I changed completely my way and the car went on following me until I turned at a corner and running I hid in a garden of a house, waiting for the car to pass by. I went back home terribly afraid.",Fear
I felt afraid of losing somebody I love to another person because I was an incomprehensive person and lots of time I fight with this person.,Fear
When I was just to be divorced.,Fear
A terrible fight that I provoked with my friend.,Fear
"When a friend of mine discussed with me, I felt fear of losing her. This occurred because we had a missunderstanding between mutual colleagues.",Fear
When my father died I felt myself alone and the fear possessed me. I was a child and all my sisters and brothers (8) were young.,Fear
I was sitting on the bus coming back from school. A man from nearly forty years sat beside me. After a while I looked at him and saw that he was looking at me with opened throusers and holding his penis.,Fear
"Once when I crossed the street, and was nearly trampled by a car.",Fear
"Passing (by car) over a bridge where only one car could pass. There was a precipice on both sides, no protection grilles, and the bridge was completely muddled.",Fear
"The day that there was a black-out in the city, and I was in an exposition, I felt fear that something more serious was happening, like a revolution for example.",Fear
"The week before I entered to army, when we were being selected. During 5 days I had to pass 10 hours a day waiting for the answer, which at last was the worst. The fear of being convoked, of hearing the fated phrase, was constant.",Fear
"One day, when I realized that I was alone, I felt fear of loneliness.",Fear
When I saw a horror film.,Fear
I had an important amount of money with me and felt fear of being assaulted.,Fear
I felt fear some months ago of losing the person whom I loved when she said to me that she didn't love me.,Fear
"I was in a train where a fight occurred. One person who was there opened his handbag and took out a gun, another who fought too looked among his things for a weapon to fight.",Fear
"One day I was near home, kissing my boyfriend in a car when my mother appeared and asked me to go home, because she didn't know about the event.",Fear
When I had to talk with an important person about a job.,Fear
"I received a phone call from a high school friend whose younger sister studied with me at the University and gave me a lift every moning. She was going to get married to a guy whom I knew too and who had died when he fell from a building, I was afraid to lose somebody since I had already lost a brother in an accident.",Fear
"I was alone at home, a man forced the front door which was locked, forced and tried to open a window.",Fear
I should have given a test lesson to get a job. I had no courage. I didn't make the test.,Fear
"I was in the dark room, it's insecure and has holes covered with wooden sheets in the roof the establishment had already been assaulted and could be assaulted again.",Fear
"I'm afraid of driving on the special seat of a mororcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver.",Fear
That someone would discover whom I really love.,Fear
When there was a fight at home and my father threatened to throw a chair on my brother.,Fear
"I was with a friend in a stationed car when, suddenly a man appeared on my side and an other with a gun on his side the hold-up lasted a few minutes but it was terrible. I had never seen a gun so close.",Fear
When I and the person mentioned above had a suspicion of pregnancy.,Fear
Practicing wind-surf my body was caught under the sail. On trying to get out my leg was caught in the lashing. I was afraid of dying by asphixia.,Fear
"Motorcyclistic accident where for some minutes I didn't know if I was alive or dead, I remained \cold levered\"" during the situation but felt great fear.""",Fear
When I whatched a horror film on a Friday 13th.,Fear
"There was a scene of shooting in front of my house, I was very afraid. Two armed men confronting. I didn't discover the reason of the incident.",Fear
When I sit for examinations.,Fear
I am afraid if I'll finish the term.,Fear
I could have been killed by a falling object.,Fear
I feel fear when I only imagine I could lose confidence in my own abilities and powers. A similar feeling I feel sometimes before an exam.,Fear
Late one night I was pursued by gipsies who had no good intentions.,Fear
I was crossing the street together with some colleagues of mine when I suddenly found myself almost under the wheels of a truck.,Fear
"I woke up in the middle of the night of a nightmare, I was alone, it was very quiet and very dark.",Fear
"When I was ringing up a guy who was my teen idol, and was in Auckland. I was really scared, I didn't know what to say or do.",Fear
When I nearly caused a traffic accident with my car.,Fear
"Walking at friday night through Nijmegen, going to a pub or a disco.",Fear
I felt fear when my mother was heavily ill.,Fear
I felt it at the same time when I felt disgust.,Fear
I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason.,Fear
I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill.,Fear
Once I was alone at home. I suddenly felt unwell and there was no one to help me and call First Aid.,Fear
When diving deep into the sea to reach the floor I felt breathless. I was cautious but I doubted I should be able to come to the surface and inhale.,Fear
"One fears many things, for example one fears going to the dentist. but as far as I am concerned this feeling is connected with the examination session.",Fear
Having a car accident.,Fear
I experienced it once when we were on a drive. Our car passed by the one comming from the opposite direction at an incredibly small distance.,Fear
I felt it when I sat for my exam in anatomy.,Fear
A friend of mine gave birth to a child. Very dangerous delivery. I was afraid for her and for the baby.,Fear
Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him.,Fear
In the real sense of the word I experienced fear in my first months in the army. During my first night of duty. The cause for all this was a bear. I became panic sticken (may be for the first time) and even forgot that I had a gun.,Fear
Can think of no time that I have felt fear.,Fear
"I was in the Korean War. We were attacked with mortars, me and companion. We stopped the jeep and ran for cover. Fortunately neither of us was hit but we both came close to being killed.",Fear
"While tramping on a narrow path two of us were confronted by a woman with two snarling dogs, demanding we get off the property - via a flooded river !",Fear
"I was attacked, standing in a doorway, by a pack of 5 dogs, alsatians and farm dogs with my escape route blocked by a shut fence.",Fear
When confronted and in my opinion hassled by the police.,Fear
"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me.",Fear
The last time I felt it was when I was coming home late at night.,Fear
"Fear of the loss of a close friend, of feeling the ground slipping from under my feet.",Fear
If a close relative's life is in danger.,Fear
Before an examination.,Fear
"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light.",Fear
This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved !,Fear
"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown.",Fear
I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half.,Fear
"One evening I was watching the news on TV. Again they were talking about the danger of war. Suddenly I imagined what it might mean for me, for my friends, for the people close to me. I felt it a very near and possible event.",Fear
"I broke my knee when I was skiing over \Yastrebetz\"" (a racing track in a Bulgarian winter resort).""",Fear
"I felt fear once, when the car in which I travelled directed towards the precipice along the road.",Fear
When I broke my leg I felt fear.,Fear
"In a dam lake, when the water was let flow to water the plants and I and two other boys were near the water pit. We rescued ourselves only thanks to the flippers and the tyre that was with us.",Fear
I was alone in my room at the boarding house when at 12 o'clock someone knocked violently on the door.,Fear
I was going to knock down a pedestrian with my car.,Fear
"The night before my wife had given birth to our twins. I felt fear in the hospital yard, I feared if everything was going to be in order.",Fear
A fear from the loss of a close friend as a result of his behavior.,Fear
"I felt fear when I sat for one of my exams. Though my fear was not quite justifiable, I still remember about it.",Fear
A fear of lack of personal powers.,Fear
Because of a conflict with my parents there was a possibility to interrupt my studies.,Fear
Before an exam in logics.,Fear
I bet that I would jump down from a window. I was sure that I would jump but before I did it I rather felt fear.,Fear
I had a car accident.,Fear
Before going to the dentist.,Fear
When I have to go in for an exam and the examinor is a person with a whimsical character and unsteady requirements.,Fear
I am afraid before an exam or colloquium.,Fear
"One evening a friend of mine was telling a fearful story, nobody took it seriously but I got frightened.",Fear
Few days ago I really experienced fear. It was connected with unexpected actions on the part of a group of people. This evoked in me many negative emotions.,Fear
I was a bit frightened when it was found that there was something wrong with my liver. However it turned out that it was not serious and I need not worry.,Fear
"Fear overwhelmed me when right against the car I was in I saw another one, as if out of control of the driver.",Fear
Two years ago I saw a film on the TV. Even now it makes me afraid.,Fear
I felt something close to that when I saw that there was a man on the terrace of the flat.,Fear
I was at the seaside and my brother disappeared for a couple of hours.,Fear
Once as a child I dreamed of a fire. Since that time I hadn't wanted to sleep in that bed and had feared the night darkness (and so it is now).,Fear
I was walking on the pavement when a white car rolled on it and directed towards me. I was quite near the house wall when it rolled by and hit me.,Fear
I had worries about a certain illness.,Fear
This was what I felt when my boyfriend went to Bourgas to study there. I had the feeling I would lose him. Anyway the distance Plovdiv-Bourgas seemed to me so great.,Fear
Fear when fulfilling my obligations on my first night fatigue duty as a soldier.,Fear
Fear from the unknown. I felt fear when I sat for the entrance examinations.,Fear
"Students fear many things but we seem to fear the examinations most of all. I remember I was horror stricken before my microbiology exam, because it was a decisive one.",Fear
I fear before each exam.,Fear
It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened.,Fear
I felt fear when I fell down and broke my leg into pieces and I could not feel it at all.,Fear
I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital.,Fear
It was some years ago when one evening some people came home and told us my father was badly injured in an accident.,Fear
When I failed my first exam at the Higher Institute.,Fear
I was terrified during an axcursion in Italy. I was lost and left alone in this unfamiliar country.,Fear
When I first sat for an entrance examination.,Fear
Watching a horror movie with friends.,Fear
"Walking home at night after university - part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream.",Fear
I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process.,Fear
"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room \I blew it\"" -  I was so nervous I couldn't reply easily - It was very important, but I got only blankness.""",Fear
A truck (big one) nearly mowed me off the road (I was driving a small Lazer).,Fear
When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away.,Fear
"I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district.",Fear
After I had managed to fail my first year at University I was scared as to what I was going to do with my future. I didn't want a mundane 9-5 job and yet I didn't know if I could pay my way through an unsubsidized year at university to settle down and continue my studies.,Fear
My mother did not come home till late at night (Ages ago). Anyway if I don't know where my parents are and when they'll be back I start thinking that perhaps they have had an accident and are perhaps dead.,Fear
When I was in a car with my parents and friends and we had to back up (reverse) pass a river which when I recall it (I was only about 5 yrs) seemed we were going to fall in and drown.,Fear
"I had this experience of fear when few people were fighting at a social one night, which one of my relative was involved. My fear was greatly for him because he was being assaulted badly.",Fear
Had fear of losing husband.,Fear
That if ever I was really naughty I would be sent away from my Mum and Dad to another family. I was fostered from age 5 and didn't get to Mum and Dad until I was 6 and then legally adopted at 14.,Fear
When approached by a gang of youths in town at night.,Fear
"My daughter was 2 yrs she went up to a colt tried to hit it. It turned on her and kicked her over the heart, sent her flying through the air. I left my mother and sister to deal to her as they are nurses. I felt I didn't want to know if she was going to die, it was just too much.",Fear
"I walked up the main street of Auckland at 10 o'clock at night. I expected it to be very active with people, gangs, fast cars etc, thought it was actually quite quiet, though also oppressive. I walked about half a mile and bought a drink along the way.",Fear
"Being sexually assaulted (not rape, but passionate kissing) by a friend's father - he stopped when he was driving me home. I hadn't wanted the lift, had refused 3 times, and then felt it'd be rude to refuse again. Was really afraid of what he might do.",Fear
Fear of punishment for having broken an item of value to my parents.,Fear
"Riding through a bush fire on an island of Australia - on a pushbike as a little boy - all alone, lost and surrounded by smouldering wood and flame.",Fear
Waiting for a taxi - when within 1/2 an hour two separate people challenged me to fight for no apparent reason except they were drunk.,Fear
"When I decided to leave my steady, secure employment to come to university. Because I didn't know if I could cope with all the requirements of study and also being older I didn't know if I would enjoy mixing with younger people, also financial insecurity.",Fear
Being harrassed for being gay; suggestions of being physically beaten - acting as informal bouncer in a gay bar.,Fear
Assaulted by drunken neighbour.,Fear
I was watching a movie alone - it was a horror movie. The music was a deep pulsing type - not really music. And a light flashed on and off. It was in the complete darkness of a movie theatre that was almost empty.,Fear
"Being alone in Europe and having to catch a train and bus to the airport, then board the plane alone.",Fear
When I was jumped by three men in a deserted area.,Fear
Haven't been frightened for ages.,Fear
Obscene phone call where the person knew my name.,Fear
When I was attacked by a teenage boy and had my wallet stolen.,Fear
As a result of breaking the indicator light as mentioned for guilt.,Fear
Being driven by friend who suddenly swerved and skidded a little. It was night and on a long trip. We ended up on side of road.,Fear
In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door.,Fear
Watched a horror movie which involved sexual attacks on women.,Fear
Being alone at night.,Fear
Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off.,Fear
To talk in a meeting - expound my thoughts on a subject. Fear delayed me acting to do this.,Fear
Confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger.,Fear
I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic.,Fear
"When I had to give a speech about some historical event, to an audiece of about 200 people my own age whom I did not know.",Fear
"When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely.",Fear
A friend (female) and I were on holiday on Great Barrier Island by ourselves. One night we were nearly raped by about 20 locals - they came to our bach and tried to break the doors down. All of them were stoned or drunk and we hid under the bunks and were totally terrified. Eventually these guys gave up and went looking for us on the beach. We escaped and slept in the bush for 2 nights.,Fear
"Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading.",Fear
"When I was very young and we moved as a family to Auckland from Wellington, this meant new school and friends (etc.).",Fear
"As a passenger in a vehicle travelling from the steep side of Arthur's Pass in the middle of a sleet-storm, icy roads, sheer chasms to one side, sheer face to the other.",Fear
I imagined I heard footsteps up the hall while sleeping in bed one night by myself in the house.,Fear
Held under water by a large wave and thought I was drowning.,Fear
Mugged while on holiday in the U.S.A.,Fear
Canoeing across harbour in winds - 20 knots and rising seas.,Fear
Almost crashing into the back of a car while driving along the motorway on my motorcycle.,Fear
"I went to see a movie and I went with a friend, it was really frightening and it made me stop and think about the world around me and what it is really like out there. I was frightened all that night.",Fear
"I was walking home one night (after getting a bus to my town) when I was confronted by a group of males (about 6), they would not let me pass - they made comments etc. - I crossed the road and hurried home.",Fear
Thinking that I had been seen smoking at school by a teacher - waiting to be summoned to the headmaster's office.,Fear
A large german shepherd dog ran and barked at me (he didn't bite fortunately).,Fear
"I was hitchhiking and was picked up by a stranger he drove into the woods and wanted to make love with me, I refused and escaped from the car. When walking in the wood and hearing the car I was afraid.",Fear
"Sleeping alone in a tent, while hearing several noises such as rustling etc, I am afraid that there are people who are up to no good.",Fear
At the age of 12 years I always had to take care of my little brother and sister I never could sleep then. I always imagined creepy men sneaking into our house.,Fear
I have a fobic anxiety for elevators. This anxiety is worst at the moment when the doors have to open. I have it often in the elevator at our university.,Fear
I was afraid when my first boyfriend threatened to make an end to our relationship because he didn't love me enough while I loved him very much.,Fear
When I was sitting in a car next to a man who was masturbating.,Fear
When my cat ran under a car and came home wounded. He could hardly walk. I didn't dare to go to a veterinarian because I was afraid he would kill him.,Fear
When I went out with my dog in a forest late at night when we were on a camping.,Fear
When I entered the operation theatre and underwent a difficult operation.,Fear
On the scenic railway at the fairground.,Fear
"When I was a child, one day, I was going home late at night and I did not notice an uncovered man hole and fell in it.  I was in there for several minutes.",Fear
I found myself involved in a fight in which a person died and I had to intervene with some risk.,Fear
Before I had a tooth pulled out.  I was very upset and ill.,Fear
"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike: he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us.",Fear
"My father was very angry with me, and I locked me up in the shower. Then my father knocked his fist through the door, I was scared to death.",Fear
"I am thinking about death, the eternal of it, the unknown, the sense of being here. Often, laying in bed in the dark and quiet, the fear makes me feel dizzy.",Fear
When the relationship with my first girlfriend broke up and I realized it too late.,Fear
"I was walking in the wood at night with my boyfriend. Very romantic. Suddenly I heard a car driving very slowly with the lights out, it looked as if they were looking for something.",Fear
"Once sitting in the cinema, I became very anxious (watching a \cold\"" film). I do not know the reason.""",Fear
On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast.,Fear
"I went to the ballet lessons with a little friend in the dark. On a very quiet place a boy approached us from behind and asked at what time the lesson would be finished. I gave him an avoiding answer, he took me up and wanted to run away with me.",Fear
"When I had left my home, my father, under false pretences, got me in his car and drove home where we were all alone. He was seethed with rage because I withrew from his authority. He hit me, kicked me and threatened me.",Fear
When I was six years old we were on holiday in France. There was very heavy weather then.,Fear
Fear to come and live in Nijmegen.,Fear
"Just before I started my study I had to move, I was very afraid to be left alone and that I could not manage it.",Fear
"In college, I started a discussion with the teacher referring to a question I posed. I felt very unsure and I was afraid to fail.",Fear
"I was walking alone in the street late at night (2.30 am). It was very quiet. Then a man approached me and said \Hello\"".""",Fear
"One night at three o'clock I was followed by a cardriver, who tried to molest me.",Fear
I had a dream about my fiancTe leaving me and making an end to our relation.,Fear
I was raped by a friend.,Fear
"Once, late at night, I was biking home and overtook a man. He said to me \Hello darling\"" I was terrified and imagined the wildest scenes.""",Fear
"As a child I suffered of nightmares. Even since than, I have never been so anxious and fearful.",Fear
"When my father suffered with dizziness. He had to be hospitalized, because the physician didn't know what was wrong. Because his stools were black, I thought it could be cancer.",Fear
"I lived in a student-house, where you shared the lavatory and shower with a fellow student. the shower cubicle formed the connection between both appartments. My neighbour very often was drunk and aggressive. One night, I was afraid that he would enter my room.",Fear
When armed robbers broke into our house at night.,Fear
"When I had gone for a boxing tournament which ended at 2 o'clock in the morning.  I was alone on my way back, and I could hear the barking of the dogs, the nocturnal animals and the sound of my     own footsteps.  There had been a rumour  circulating that there were ghosts in that area.",Fear
I was in form five at the boarding school and my friends and I had gone drinknig beer in the nearby village.  And we were caught red handed there by a form master.,Fear
A close relative of mine died in a serious car accident.  I was one of the first two people to see the corpse and I had to do it.  Before going in to see it I was afraid as it was the first time that I was seeing a corpse.,Fear
Before one of my final exams of the third year - natural sciences.,Fear
I was sexually assaulted one night by a stranger.,Fear
When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment.,Fear
"I wanted to get in contact with a girl I loved, but I was afraid she would refuse me.",Fear
"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid.",Fear
During a football game I made an offence towards an acquaintance. Later on this acquaintance also tackeled me and the game became very rude.,Fear
When I stayed alone in a house in Great Brittain and there was a lot of rumour in the newspaper about a murderer still being free.,Fear
The only event I can remember is having a nightmare when I was very young (3 years old) I dreamt about a machine which was going to crush me.,Fear
DO NOT REMEMBER.,Fear
Standing in a crowed shop or in a closed room with too much people in it. This gives me a fearful experience.,Fear
"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious.",Fear
One night I had to bike home all alone after a party. Then I found out that I was pursued by a man in a car.,Fear
Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while.,Fear
When I thought the house was on fire at night.,Fear
When a good friend of mine behaved in a very cool manner to me for a very long time.,Fear
When going out I am threatened regularly by two punk-girls.,Fear
A terrible cloud-burst started when we were camping in a tent on a great bald field.,Fear
The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship.,Fear
When a good friend of me told me one evening that she didn't want to live anymore.,Fear
When I walk through streets late at night. This is because I and my friends were attacked one night without any reason for it.,Fear
"I was living in rooms in a very lonely, quiet neigbourhood. During the night it was very silent and this frightened me. The fact of being alone in that house frightened me.",Fear
I was raped once when I went through a dark alley at the back of our house. The man pushed me in the bushes. I fought back and succeeded to escape.,Fear
When I slept for the first time all alone in the house where I live now. A man phoned me at 2.00 am. He wanted something from me. I was afraid.,Fear
"When a car ran into me. The moment that I felt on the street I thought \This is my end, I am going to die\"".""",Fear
When I slipped on a glazed frost road and a car almost ran into me.,Fear
"I had an appointment with a good friend. He came 3 hours later than we agreed upon. During the last hour of waiting I was afraid something might had happened, because usally he is in time.",Fear
When I was 12 years old I frequently was pursued by others and got sound thrashes.,Fear
When biking and I felt very bad (problems with heart and respiration).,Fear
I went to the apartment of my boyfriend and saw some people before his door. I thought that something had happened.,Fear
"I was very startled when, at night at 2.00 am, a boy approached me and yelled \I fuck you\"", then however he stopped and laughed at me.""",Fear
"I was testing my new roller skates in the street, suddenly a dog ran barking in my direction, very threatening. I was very startled and terribly upset.",Fear
The weather is very bad (fog and slipperiness) the newcast reports many traffic accidents and my boyfriend is driving home and still has 60 kilometers to go.,Fear
In the morning just before going to the dentist.,Fear
"When going out in the weekend I have to bike 5 kilometers through lonely and dark polders, then I always have terrifying fantasies.",Fear
I had to call someone and make an appointment for a conversation. I was very afraid to fail.,Fear
"When my mother threatened me with thrushing me of the stairs, when I once more should make a comment.",Fear
My friend and I planned to search for old documents and utensils in the cellar. It was very late at night when we arrived in the cellar. He indicated the place where the police (40 years ago) found two dead bodies. I got very scared when he told me this story.,Fear
"When I went up the stairs in a high, dark house full of shadows, passed a door and had the feeling that someone or something was behind me, although I knew I was alone.",Fear
"My grandmother several times has been struck by cerebral hemorrhages. Until now she recovered well each time, but there is always the threat to loose her.",Fear
When I get into the tube or the train without paying for the ticket.,Fear
When I was a child I hid under the sheets out of fear of darkness.,Fear
"When I was very young, one day, I was in the street with my father and brother.   While my father was talking to some friends, I saw a dog and began to pat it.  My father told me sharply to stop doing it because the dog had mange.  Then my brother told me that I would die and I could not stop crying after this.",Fear
"Before an exam which I, finally did not take.",Fear
Before taking an exam.,Fear
When I almost fell down from some rocks because I had been acting foolishly and playing dangerously.,Fear
When I was ten I got shut in the school with a friend.  I had to jump out of a window and cross a beam 10 metres high.,Fear
While I was waiting for them to give me the marks of the most difficult subject this year.,Fear
"When I saw a TV program on the North American military plan called \The startwar\"".""",Fear
The last time I was face to face with with the monstrous dog which lives in my street.,Fear
"In a rather important exam, when they caught me red handed copying.",Fear
When I go out alone at night.,Fear
Every time I went home with my school report.,Fear
"On a trip to Santander we wanted to stop at a curve because a friend was sick, and the car skidded of the gravel.",Fear
"Fights that I see in the middle of the street, robberies, fear of darkness when going home.",Fear
There was an earthquake for several minutes and I was on the eight floor.,Fear
When they tried to rob me.,Fear
"When I was attending an authorized demonstrationand the police rushed brutally at the demonstrators, without any warning.",Fear
When they threatened me with a knife to take my money.,Fear
When two drug addicts tried to take away my money.,Fear
"When I had to walk over three kms through a field which had wild bulls, because my car had broken down.",Fear
We were in the country and I walked away from the others one night.  Suddenly something moved sharply in front of me and I was not able to see what it was.,Fear
"One night, walking along a park, I began to think that some roughnecks would appear suddenly with knives and things like that.",Fear
A film on zombies.,Fear
"When I was walking down the street, some boys showed me a knife and stole all my money.",Fear
I was walking along a subway when I saw a group of louts.  I was rather afraid because I was alone.,Fear
Before knowing my marks I was not sure that I wanted to go to that class.,Fear
"When I am alone at night after having read horror stories, and then I heard unexplainable noises.",Fear
Continous fear of a nuclear war.,Fear
"I was in Sierra Nevada, climbing a peak over 3,000 metres high, without any light and with many other problems.  I was afraid for my life.",Fear
"I was walking in the countryside alone when I came across two dogs who began barking at me.  I did not know whether they were tied up or loose, but I was afraid of them approaching me.",Fear
One day I went to the cinema to see a film in which I was interested.  On arriving there I saw a long queue (which I had not expected) and went back home without seeing the film.,Fear
When I was operated on the knee and had to go through rehabilitation.,Fear
When my mother was robbed in a shop.,Fear
"One night, while I was sleeping, I woke up suddenly with the sensation that there was someone in my room.",Fear
"I had decided to propose to the man I liked to make a trip together.  One day, during breakfast I told him my idea.  I was afraid of his not accepting it and that the idea would end up as a failure.",Fear
Once I failed seven subjects at school and I was terrified to give my report card to my father.  I left it on the table and went to bed very early in order to avoid him seeing me.,Fear
"I stayed alone in the dark at night in the mountain, waiting for my uncle.  I remember that I took a big stone and it calmed me.",Fear
When my mother had a nervous illness.,Fear
"A fall during a climb, with almost with no previous experience.",Fear
In a dark street at 4 o'clock in the night and there was complete silence.,Fear
"When I was young I saw a horror film.  Then when I went to sleep, the film came back too my mind and the characters frighteneed my imagination.",Fear
It was more that fear - anguish -that I felt before my last exam.,Fear
I was walking down a road and suddenly a few dogs appeared at a fence and started barking angrily.  They were jumping and it seemed that they would come for me any time.,Fear
"I was at the cinema with my sister and her boyfriend.  A man sitting beside me started to stroke my leg for a while, he left in the middle of the film.",Fear
"When I was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up.  I was afraid of the people near me and the future consequences.",Fear
I had an accident in which I hurt my eye.  I was afraid of having injured it badly.,Fear
"I was walking with another person when a \gang\"" separted us and pushed me in to a house, hit me in the stomach and the face, then they left - leaving me bleeding.""",Fear
When my relatives and I were in a car going slowly on a frozen road.,Fear
When I am walking on the streets and see a gang of thugs.,Fear
On a dark night I felt that there were several people near me and I did not know who they were.,Fear
"During a demonstration I climbed up the closed central door of a bus.  When the bus stopped I had to go back to the same place, afraid that the police would see me.   ",Fear
Almost always when I go to fetch the results of an exam.,Fear
When a friend of mine told me a horror story.,Fear
We were on the road in a car when a lorry bypassed us.  We had to swerve and we almost got run over.,Fear
"I thought that I would be scolded for a comment I had made, which I should not have made.",Fear
I was in my village when a bull jumped over a fence and started chasing my friends and me.  We were very frightened till we climbed up a tree.,Fear
"I was walking down a little village at night.  There was nobody in the steet.  A dog began to bark, I felt that it was following me.  Then I began to run, the other dogs started barking too.  At last I arrived home.",Fear
"We were camping in the mountains, and a friend and I went for a walk.  It was getting darker and darker and we were not sure of the right way back.",Fear
Waiting for my marks in a difficult subject.,Fear
I was attacked by a man at a bus stop at night.,Fear
"We were walking in the park at night.  It was very dark and very late.  We began to hear foot steps all around us, and we could not find our way out.",Fear
"One night, I was alone at home.  My fear was caused by some strange noises which put my imagination to work.",Fear
"I was watching a procession during the Holy week, and a penitent approached me.",Fear
I was in a camp and went out for a walk at night on my own.  I lost  my way and spent several hours looking for the camp.,Fear
When we got lost in Florence and the coach did not turn up until midnight.  I had no place to go to and there were strange reports at the police station.,Fear
"When I was at home alone, I felt a super-natural force, dangerous for me and the people close to me.",Fear
We were riding in a friend's car.  He was driving very fast and suddenly a another car crossed the road in front of us.  My friend had to turn the car rapidly.,Fear
I went to visit a friend in hospital.  He was going to be operated the next day.  I was afraid that they would not let me in and I did not know what his reaction would be on seeing me.,Fear
Travelling by coach on a rather narrow and wet road.,Fear
"Once, when I was very young, my mother left me alone in the house and came back very late.",Fear
"I was spending my summer holidays in a village.  My friend and I were coming back from a discotheque at night and we heard a noise from an alley.  We were very scared and we got into my friend's house.  A moment later, an unknown car picked up a person from this alley.",Fear
When my brother hit his head and lost consciousness at the sports practice.  For some time he could not remember what had happened but he recovered later.,Fear
"When I was told that my daughter, who is at a boarding school, was very ill and that they needed me there the same day.",Fear
"When a man who had a knife grabbed me and threatened me with it,   during my holidays in Monze.á ",Fear
"When I was about six years old, I mistook a cat for a leopard      when it entered my room at night.",Fear
"I was almost caught in the girls hostel by the security men, I would have been expelled from school had I been caught.",Fear
